Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F35493;11.09.2025;Sıcak Çikolata;20;98.28;Ayşe
F30524;11.09.2025;Sıcak Çikolata;50;125.01;Ayşe
F42531;22.09.2025;Sıcak Çikolata;44;182.13;Zeynep
F14834;21.09.2025;Yeşil Çay;20;97.36;Zeynep
F49752;27.09.2025;Yeşil Çay;15;53.85;Ayşe
F75100;19.09.2025;Yeşil Çay;20;126.91;Ayşe
F25904;03.09.2025;Yeşil Çay;10;136.07;Mehmet
F34564;09.09.2025;Yeşil Çay;10;122.75;Zeynep
F31356;22.09.2025;Yeşil Çay;21;167.06;Zeynep
F88205;24.09.2025;Yeşil Çay;24;160.76;Zeynep
F82931;20.09.2025;Yeşil Çay;14;125.91;Zeynep
F47895;22.09.2025;Yeşil Çay;11;62.41;Ayşe
F18760;14.09.2025;Yeşil Çay;11;127.87;Zeynep
F47447;19.09.2025;Yeşil Çay;15;67.22;Mehmet
F46719;26.09.2025;Yeşil Çay;19;61.97;Ayşe
F53945;22.09.2025;Yeşil Çay;12;80.33;Mehmet
F62727;08.09.2025;Yeşil Çay;19;55.97;Zeynep
F17173;08.09.2025;Yeşil Çay;19;97.65;Ayşe
F47337;10.09.2025;Sahlep;41;118.03;Ayşe
F67697;19.09.2025;Sahlep;17;180.3;Ayşe
F71991;12.09.2025;Sahlep;70;94.49;Mehmet
F43956;09.09.2025;Sahlep;21;47.63;Ayşe
F36131;10.09.2025;Sahlep;22;134.92;Ayşe
F67903;02.09.2025;Sahlep;38;116.96;Zeynep
F30988;25.09.2025;Sahlep;42;166.31;Ayşe
F52249;19.09.2025;Sahlep;34;127.52;Zeynep
F24652;25.09.2025;Sahlep;35;161.76;Ayşe
F29099;20.09.2025;Sahlep;18;155.18;Ayşe
F29289;25.09.2025;Sahlep;63;55.54;Ayşe
F23192;25.09.2025;Sahlep;36;158.81;Ayşe
F57796;26.09.2025;Sahlep;30;172.24;Ayşe
F39313;22.09.2025;Limonata 1L;35;82.08;Zeynep
F29154;08.09.2025;Limonata 1L;17;186.09;Mehmet
F16290;20.09.2025;Limonata 1L;26;156.56;Zeynep
F24933;14.09.2025;Limonata 1L;59;75.31;Ayşe
F28111;03.09.2025;Limonata 1L;27;170.74;Mehmet
F55463;25.09.2025;Limonata 1L;49;80.55;Ayşe
F34536;09.09.2025;Limonata 1L;21;129.71;Zeynep
F56564;22.09.2025;Limonata 1L;17;131.58;Ayşe
F14037;23.09.2025;Limonata 1L;15;160.56;Ayşe
F49927;28.09.2025;Limonata 1L;50;180.93;Zeynep
F74498;10.09.2025;Limonata 1L;39;136.67;Zeynep
F35434;10.09.2025;Limonata 1L;9;110.06;Zeynep
F37596;22.09.2025;Limonata 1L;64;82.73;Zeynep
F42326;17.09.2025;Limonata 1L;34;130.87;Zeynep
F15749;14.09.2025;Limonata 1L;53;168.23;Mehmet
F40612;11.09.2025;Limonata 1L;28;68.52;Zeynep
F25888;07.09.2025;Limonata 1L;44;132.36;Mehmet
F83886;27.09.2025;Limonata 1L;28;90.08;Zeynep
F23724;25.09.2025;Limonata 1L;21;73.88;Mehmet
F49396;03.09.2025;Limonata 1L;33;48.76;Ayşe
F66437;15.09.2025;Limonata 1L;19;143.36;Ayşe
F48777;13.09.2025;Limonata 1L;37;103.67;Mehmet
F98155;25.09.2025;Ihlamur;1;61.65;Ayşe
F93638;25.09.2025;Ihlamur;1;183.93;Ayşe
F80941;15.09.2025;Ihlamur;1;152.72;Zeynep
F77534;27.09.2025;Ihlamur;1;107.56;Mehmet
F52240;06.09.2025;Ihlamur;1;76.44;Ayşe
F27569;03.09.2025;Ihlamur;1;159.14;Zeynep
F94316;02.09.2025;Ihlamur;1;62.76;Mehmet
F83450;27.09.2025;Ihlamur;1;137.27;Zeynep
F40796;22.09.2025;Ihlamur;1;62.28;Zeynep
F38676;09.09.2025;Ihlamur;1;126.21;Ayşe
F48535;13.09.2025;Ihlamur;1;87.68;Ayşe
F42827;18.09.2025;Ihlamur;1;58.92;Mehmet
F32978;17.09.2025;Cheesecake Dilim;30;165.18;Mehmet
F14481;01.09.2025;Cheesecake Dilim;18;64.41;Zeynep
F47398;12.09.2025;Cheesecake Dilim;19;144.22;Ayşe
F33574;11.09.2025;Cheesecake Dilim;32;178.02;Zeynep
F38720;04.09.2025;Cheesecake Dilim;7;175.6;Zeynep
F17464;12.09.2025;Cheesecake Dilim;13;108.82;Ayşe
F64349;01.09.2025;Cheesecake Dilim;8;75.52;Mehmet
F24436;28.09.2025;Cheesecake Dilim;22;162.93;Zeynep
F12752;21.09.2025;Cheesecake Dilim;29;105.6;Zeynep
F17746;10.09.2025;Cheesecake Dilim;21;147.84;Mehmet
F96463;05.09.2025;Cheesecake Dilim;29;53.85;Mehmet
F36850;17.09.2025;Cheesecake Dilim;12;87.55;Ayşe
F70210;24.09.2025;Cheesecake Dilim;39;108.42;Ayşe
F40337;18.09.2025;Cheesecake Dilim;21;170.53;Zeynep
F92003;20.09.2025;Cheesecake Dilim;29;86.07;Mehmet
F93960;11.09.2025;Cheesecake Dilim;18;121.5;Mehmet
F62199;18.09.2025;Cheesecake Dilim;13;45.69;Zeynep
F16321;03.09.2025;Cheesecake Dilim;34;162.14;Zeynep
F46635;01.09.2025;Cheesecake Dilim;33;98.86;Mehmet
F66062;16.09.2025;Cheesecake Dilim;14;55.76;Zeynep
F44652;24.09.2025;Cheesecake Dilim;20;91.33;Zeynep
F78279;01.09.2025;Cheesecake Dilim;27;73.84;Ayşe
F52896;24.09.2025;Cheesecake Dilim;9;152.74;Mehmet
F13850;25.09.2025;Cheesecake Dilim;25;65.48;Ayşe
F20232;16.09.2025;Cheesecake Dilim;14;98.1;Zeynep
F54751;13.09.2025;San Sebastian;56;148.34;Zeynep
F41809;21.09.2025;San Sebastian;26;134.01;Zeynep
F45801;19.09.2025;San Sebastian;58;112.55;Mehmet
F75294;01.09.2025;San Sebastian;24;174.26;Mehmet
F58387;14.09.2025;San Sebastian;55;79.95;Ayşe
F96331;03.09.2025;San Sebastian;41;81.4;Zeynep
F51073;03.09.2025;San Sebastian;21;183.99;Zeynep
F11530;10.09.2025;San Sebastian;44;63.64;Zeynep
F50186;04.09.2025;San Sebastian;47;122.61;Mehmet
F23402;19.09.2025;San Sebastian;47;95.07;Mehmet
F99760;13.09.2025;San Sebastian;47;178.41;Zeynep
F30461;10.09.2025;San Sebastian;58;109.09;Mehmet
F48399;12.09.2025;Brownie;7;161.04;Mehmet
F27011;28.09.2025;Brownie;4;113.2;Mehmet
F28716;18.09.2025;Brownie;5;106.58;Zeynep
F98555;26.09.2025;Brownie;7;119.44;Mehmet
F44577;05.09.2025;Brownie;7;46.28;Zeynep
F38697;22.09.2025;Brownie;6;170.82;Zeynep
F36031;11.09.2025;Brownie;6;129.84;Ayşe
F71571;16.09.2025;Brownie;4;47.09;Ayşe
F53355;04.09.2025;Brownie;3;153.9;Ayşe
F16569;08.09.2025;Brownie;8;134.91;Zeynep
F88046;17.09.2025;Brownie;8;168.35;Ayşe
F40144;17.09.2025;Brownie;4;58.39;Ayşe
F16056;22.10.2025;Türk Kahvesi 100g;24;173.32;Ayşe
F84938;07.10.2025;Türk Kahvesi 100g;43;98.02;Zeynep
F42259;13.10.2025;Türk Kahvesi 100g;43;154.8;Zeynep
F92432;10.10.2025;Türk Kahvesi 100g;40;155.94;Ayşe
F66720;07.10.2025;Türk Kahvesi 100g;35;69.09;Zeynep
F30729;26.10.2025;Türk Kahvesi 100g;13;124.72;Mehmet
F93628;24.10.2025;Türk Kahvesi 100g;17;113.63;Mehmet
F67882;04.10.2025;Türk Kahvesi 100g;54;103.5;Zeynep
F99184;10.10.2025;Türk Kahvesi 100g;24;175.62;Mehmet
F11628;26.10.2025;Türk Kahvesi 100g;41;85.01;Ayşe
F60255;22.10.2025;Türk Kahvesi 100g;24;154.77;Mehmet
F37768;19.10.2025;Türk Kahvesi 100g;55;141.87;Ayşe
F53260;15.10.2025;Türk Kahvesi 100g;29;58.73;Zeynep
F26428;15.10.2025;Türk Kahvesi 100g;13;67.74;Zeynep
F50521;02.10.2025;Türk Kahvesi 100g;19;149.76;Mehmet
F23335;15.10.2025;Türk Kahvesi 100g;25;134.54;Mehmet
F17091;03.10.2025;Türk Kahvesi 100g;48;174.26;Mehmet
F38111;27.10.2025;Türk Kahvesi 100g;31;178.95;Zeynep
F61084;09.10.2025;Türk Kahvesi 100g;48;150.31;Zeynep
F62576;14.10.2025;Türk Kahvesi 100g;38;142.37;Zeynep
F77279;19.10.2025;Türk Kahvesi 100g;39;77.36;Ayşe
F45676;09.10.2025;Türk Kahvesi 100g;6;80.1;Mehmet
F85221;24.10.2025;Türk Kahvesi 100g;38;85.79;Zeynep
F99913;10.10.2025;Filtre Kahve 250g;5;189.12;Mehmet
F54655;09.10.2025;Filtre Kahve 250g;9;104.06;Ayşe
F87741;23.10.2025;Filtre Kahve 250g;4;60.31;Mehmet
F69600;02.10.2025;Filtre Kahve 250g;7;180.64;Mehmet
F18314;03.10.2025;Filtre Kahve 250g;5;182.01;Mehmet
F64261;13.10.2025;Filtre Kahve 250g;2;133.93;Zeynep
F24245;20.10.2025;Filtre Kahve 250g;8;65.73;Zeynep
F61320;20.10.2025;Filtre Kahve 250g;6;127.95;Zeynep
F76640;01.10.2025;Filtre Kahve 250g;3;105.45;Mehmet
F36023;12.10.2025;Filtre Kahve 250g;3;158.77;Zeynep
F97618;12.10.2025;Filtre Kahve 250g;5;155.43;Zeynep
F41919;15.10.2025;Filtre Kahve 250g;6;168.63;Mehmet
F49354;17.10.2025;Filtre Kahve 250g;3;171.1;Ayşe
F38008;07.10.2025;Filtre Kahve 250g;6;175.41;Mehmet
F70950;13.10.2025;Filtre Kahve 250g;5;141.41;Zeynep
F67862;18.10.2025;Filtre Kahve 250g;9;134.33;Zeynep
F76548;15.10.2025;Filtre Kahve 250g;3;156.42;Zeynep
F81457;05.10.2025;Filtre Kahve 250g;3;113.61;Mehmet
F51707;20.10.2025;Filtre Kahve 250g;11;186.61;Zeynep
F44111;08.10.2025;Filtre Kahve 250g;9;92.77;Mehmet
F12453;11.10.2025;Filtre Kahve 250g;8;128.86;Ayşe
F79903;21.10.2025;Filtre Kahve 250g;9;143.71;Ayşe
F52590;11.10.2025;Filtre Kahve 250g;8;95.65;Ayşe
F33365;20.10.2025;Filtre Kahve 250g;6;84.79;Zeynep
F61661;15.10.2025;Filtre Kahve 250g;6;122.38;Zeynep
F21579;24.10.2025;Sıcak Çikolata;26;118.63;Mehmet
F46817;14.10.2025;Sıcak Çikolata;33;186.83;Zeynep
F54705;06.10.2025;Sıcak Çikolata;45;163.92;Mehmet
F90122;02.10.2025;Sıcak Çikolata;86;80.69;Mehmet
F45659;08.10.2025;Sıcak Çikolata;33;158.24;Mehmet
F96224;24.10.2025;Sıcak Çikolata;45;128.44;Ayşe
F94950;05.10.2025;Sıcak Çikolata;62;150.9;Mehmet
F66921;01.10.2025;Sıcak Çikolata;62;187.6;Zeynep
F49937;21.10.2025;Sıcak Çikolata;60;107.63;Zeynep
F51616;04.10.2025;Sıcak Çikolata;36;119.48;Mehmet
F22944;18.10.2025;Sıcak Çikolata;39;53.63;Zeynep
F92434;14.10.2025;Sıcak Çikolata;49;67.05;Ayşe
F37166;23.10.2025;Sıcak Çikolata;41;118.92;Ayşe
F24948;13.10.2025;Sıcak Çikolata;59;161.66;Ayşe
F51712;05.10.2025;Sıcak Çikolata;84;75.65;Zeynep
F78526;22.10.2025;Sıcak Çikolata;53;80.95;Ayşe
F92862;16.10.2025;Sıcak Çikolata;19;162.17;Mehmet
F92739;21.10.2025;Sıcak Çikolata;29;137.5;Ayşe
F89895;11.10.2025;Sıcak Çikolata;61;56.96;Ayşe
F30352;10.10.2025;Sıcak Çikolata;33;129.82;Mehmet
F61241;21.10.2025;Yeşil Çay;7;86.43;Zeynep
F93892;02.10.2025;Yeşil Çay;22;113.58;Zeynep
F51028;17.10.2025;Yeşil Çay;11;51.57;Ayşe
F19438;15.10.2025;Yeşil Çay;12;90.08;Ayşe
F90096;25.10.2025;Yeşil Çay;7;168.44;Mehmet
F72187;04.10.2025;Yeşil Çay;20;147.06;Zeynep
F52621;24.10.2025;Yeşil Çay;14;109.33;Mehmet
F18261;02.10.2025;Yeşil Çay;12;91.03;Ayşe
F25503;13.10.2025;Yeşil Çay;7;125.33;Ayşe
F78314;21.10.2025;Yeşil Çay;16;186.29;Zeynep
F97605;20.10.2025;Yeşil Çay;12;164.46;Ayşe
F85827;08.10.2025;Yeşil Çay;11;104.1;Mehmet
F20528;25.10.2025;Yeşil Çay;18;151.21;Mehmet
F84188;25.10.2025;Sahlep;40;135.31;Zeynep
F29497;27.10.2025;Sahlep;47;166.57;Mehmet
F74793;24.10.2025;Sahlep;40;171.84;Zeynep
F82925;18.10.2025;Sahlep;34;67.19;Zeynep
F63755;10.10.2025;Sahlep;62;106.74;Zeynep
F56504;05.10.2025;Sahlep;40;159.05;Mehmet
F37350;18.10.2025;Sahlep;8;95.08;Mehmet
F52866;01.10.2025;Sahlep;60;57.39;Mehmet
F81864;03.10.2025;Sahlep;102;178.69;Zeynep
F31561;05.10.2025;Sahlep;14;60.55;Ayşe
F79485;16.10.2025;Sahlep;39;181.19;Zeynep
F35679;20.10.2025;Sahlep;52;95.35;Ayşe
F82926;26.10.2025;Sahlep;53;83.86;Mehmet
F54034;19.10.2025;Sahlep;22;80.78;Zeynep
F79004;10.10.2025;Sahlep;66;88.87;Mehmet
F95496;25.10.2025;Sahlep;37;74.21;Ayşe
F62145;12.10.2025;Limonata 1L;32;104.57;Ayşe
F91797;17.10.2025;Limonata 1L;19;136.86;Ayşe
F64285;25.10.2025;Limonata 1L;23;104.37;Zeynep
F80052;02.10.2025;Limonata 1L;20;127.56;Zeynep
F69157;17.10.2025;Limonata 1L;48;169.49;Mehmet
F50299;04.10.2025;Limonata 1L;36;111.6;Zeynep
F37640;19.10.2025;Limonata 1L;31;162.96;Zeynep
F46329;25.10.2025;Limonata 1L;40;66.45;Ayşe
F60873;18.10.2025;Limonata 1L;27;182.91;Zeynep
F87971;02.10.2025;Limonata 1L;31;83.48;Zeynep
F92365;14.10.2025;Limonata 1L;36;175.51;Zeynep
F47398;17.10.2025;Limonata 1L;10;141.2;Ayşe
F10660;06.10.2025;Limonata 1L;45;50.39;Zeynep
F75537;15.10.2025;Limonata 1L;48;108.28;Mehmet
F48358;21.10.2025;Limonata 1L;14;124.7;Mehmet
F47187;28.10.2025;Limonata 1L;49;63.12;Ayşe
F71880;20.10.2025;Limonata 1L;36;168.21;Mehmet
F58911;16.10.2025;Limonata 1L;39;78.68;Mehmet
F57275;13.10.2025;Limonata 1L;56;110.35;Mehmet
F68619;03.10.2025;Limonata 1L;37;55.21;Zeynep
F20976;14.10.2025;Ihlamur;1;183.99;Zeynep
F34610;15.10.2025;Ihlamur;1;142.09;Mehmet
F29219;10.10.2025;Ihlamur;1;174.24;Ayşe
F52242;14.10.2025;Ihlamur;1;163.13;Mehmet
F88635;08.10.2025;Ihlamur;1;149.53;Mehmet
F82484;20.10.2025;Ihlamur;1;135.14;Ayşe
F83804;23.10.2025;Ihlamur;1;104.83;Zeynep
F49389;24.10.2025;Ihlamur;1;114.17;Zeynep
F29700;07.10.2025;Ihlamur;1;97.33;Zeynep
F34201;05.10.2025;Ihlamur;1;123.37;Mehmet
F51333;07.10.2025;Ihlamur;1;57.33;Mehmet
F29239;25.10.2025;Ihlamur;1;156.86;Mehmet
F37299;03.10.2025;Ihlamur;1;97.67;Mehmet
F83170;14.10.2025;Ihlamur;1;60.52;Ayşe
F38520;03.10.2025;Ihlamur;1;180.81;Mehmet
F77652;27.10.2025;Ihlamur;1;98.15;Mehmet
F41220;18.10.2025;Ihlamur;1;149.89;Zeynep
F34016;13.10.2025;Ihlamur;1;78.25;Mehmet
F22643;12.10.2025;Ihlamur;1;142.42;Zeynep
F46159;13.10.2025;Ihlamur;1;79.28;Zeynep
F23497;14.10.2025;Ihlamur;1;123.19;Zeynep
F52858;28.10.2025;Ihlamur;1;52.36;Zeynep
F74377;06.10.2025;Ihlamur;1;130.86;Ayşe
F33864;19.10.2025;Ihlamur;1;151.07;Mehmet
F54795;08.10.2025;Cheesecake Dilim;38;98.22;Mehmet
F50007;11.10.2025;Cheesecake Dilim;30;77.1;Mehmet
F98983;06.10.2025;Cheesecake Dilim;30;60.73;Mehmet
F47303;08.10.2025;Cheesecake Dilim;18;81.3;Zeynep
F84103;23.10.2025;Cheesecake Dilim;36;97.48;Mehmet
F47392;08.10.2025;Cheesecake Dilim;21;143.63;Zeynep
F39607;11.10.2025;Cheesecake Dilim;19;130.65;Ayşe
F78903;04.10.2025;Cheesecake Dilim;31;148.18;Ayşe
F66447;24.10.2025;Cheesecake Dilim;39;139.42;Zeynep
F27541;24.10.2025;Cheesecake Dilim;30;75.75;Ayşe
F98836;27.10.2025;Cheesecake Dilim;39;169.51;Ayşe
F55479;01.10.2025;Cheesecake Dilim;19;62.66;Zeynep
F74078;10.10.2025;Cheesecake Dilim;26;146.82;Ayşe
F97408;14.10.2025;Cheesecake Dilim;24;138.26;Mehmet
F49893;09.10.2025;Cheesecake Dilim;26;160.32;Zeynep
F11802;09.10.2025;Cheesecake Dilim;28;95.4;Ayşe
F10108;23.10.2025;Cheesecake Dilim;36;81.25;Zeynep
F59099;28.10.2025;Cheesecake Dilim;36;81.94;Zeynep
F56839;04.10.2025;Cheesecake Dilim;18;182.11;Zeynep
F59956;22.10.2025;Cheesecake Dilim;21;182.04;Zeynep
F68789;27.10.2025;Cheesecake Dilim;8;161.26;Ayşe
F30230;28.10.2025;San Sebastian;33;73.72;Mehmet
F29864;07.10.2025;San Sebastian;34;146.49;Mehmet
F81725;21.10.2025;San Sebastian;28;136.1;Ayşe
F14071;11.10.2025;San Sebastian;35;106.78;Ayşe
F13419;12.10.2025;San Sebastian;35;110.37;Ayşe
F58422;24.10.2025;San Sebastian;21;128.05;Zeynep
F12309;17.10.2025;San Sebastian;39;151.81;Zeynep
F22377;16.10.2025;San Sebastian;33;88.57;Mehmet
F14822;08.10.2025;San Sebastian;16;172.31;Zeynep
F92819;07.10.2025;San Sebastian;30;153.53;Ayşe
F10585;08.10.2025;San Sebastian;48;159.9;Ayşe
F78223;04.10.2025;San Sebastian;25;85.5;Mehmet
F47185;21.10.2025;San Sebastian;42;150.69;Zeynep
F67335;20.10.2025;San Sebastian;42;72.51;Mehmet
F44610;09.10.2025;San Sebastian;62;96.01;Zeynep
F51073;15.10.2025;San Sebastian;60;79.85;Mehmet
F39158;27.10.2025;San Sebastian;45;189.73;Zeynep
F43172;15.10.2025;San Sebastian;42;162.96;Zeynep
F41838;10.10.2025;San Sebastian;47;160.01;Zeynep
F15758;23.10.2025;San Sebastian;40;56.7;Ayşe
F30781;09.10.2025;San Sebastian;25;71.87;Mehmet
F71865;09.10.2025;San Sebastian;35;160.56;Zeynep
F93577;11.10.2025;San Sebastian;40;180.8;Mehmet
F94600;03.10.2025;Brownie;8;176.42;Zeynep
F84322;14.10.2025;Brownie;6;88.39;Ayşe
F33428;02.10.2025;Brownie;7;87.53;Zeynep
F58692;27.10.2025;Brownie;2;122.44;Mehmet
F31717;03.10.2025;Brownie;5;101.89;Ayşe
F24253;08.10.2025;Brownie;4;153.9;Zeynep
F17555;04.10.2025;Brownie;5;172.4;Ayşe
F39678;14.10.2025;Brownie;5;106.97;Zeynep
F82347;06.10.2025;Brownie;2;90.6;Mehmet
F53776;27.10.2025;Brownie;2;187.38;Zeynep
F97154;14.10.2025;Brownie;3;178.48;Zeynep
F35330;08.10.2025;Brownie;7;113.06;Zeynep
F85333;12.10.2025;Brownie;4;120.19;Mehmet
F17220;01.10.2025;Brownie;2;110.96;Ayşe
F64639;19.10.2025;Brownie;5;144.35;Ayşe
F69080;28.10.2025;Brownie;7;175.2;Mehmet
F33129;28.10.2025;Brownie;6;109.69;Zeynep
F82882;01.10.2025;Brownie;1;182.87;Mehmet
F31723;25.10.2025;Brownie;7;155.1;Zeynep
F37736;23.10.2025;Brownie;3;142.48;Mehmet
F91026;18.10.2025;Brownie;6;168.58;Mehmet
F69092;03.10.2025;Brownie;4;152.06;Mehmet
F79171;06.10.2025;Brownie;7;147.5;Ayşe
F46435;14.11.2025;Türk Kahvesi 100g;45;46.68;Ayşe
F37008;04.11.2025;Türk Kahvesi 100g;17;135.94;Ayşe
F92658;19.11.2025;Türk Kahvesi 100g;57;77.44;Ayşe
F92660;23.11.2025;Türk Kahvesi 100g;40;166.28;Ayşe
F63074;03.11.2025;Türk Kahvesi 100g;38;102.99;Ayşe
F73814;04.11.2025;Türk Kahvesi 100g;49;152.25;Zeynep
F12202;03.11.2025;Türk Kahvesi 100g;22;111.63;Mehmet
F43379;28.11.2025;Türk Kahvesi 100g;46;157.11;Mehmet
F90655;26.11.2025;Türk Kahvesi 100g;27;105.23;Ayşe
F67241;27.11.2025;Türk Kahvesi 100g;56;149.71;Ayşe
F50095;11.11.2025;Türk Kahvesi 100g;55;101.0;Zeynep
F81453;14.11.2025;Türk Kahvesi 100g;21;188.25;Ayşe
F85565;11.11.2025;Türk Kahvesi 100g;45;143.95;Ayşe
F99230;27.11.2025;Türk Kahvesi 100g;48;165.73;Mehmet
F51820;26.11.2025;Filtre Kahve 250g;8;58.75;Mehmet
F45559;24.11.2025;Filtre Kahve 250g;1;121.29;Zeynep
F47013;12.11.2025;Filtre Kahve 250g;10;138.31;Zeynep
F33461;23.11.2025;Filtre Kahve 250g;6;180.63;Ayşe
F28502;16.11.2025;Filtre Kahve 250g;3;143.29;Mehmet
F10705;26.11.2025;Filtre Kahve 250g;2;177.5;Ayşe
F13412;06.11.2025;Filtre Kahve 250g;5;76.45;Zeynep
F34144;25.11.2025;Filtre Kahve 250g;2;69.44;Mehmet
F55600;20.11.2025;Filtre Kahve 250g;2;145.99;Mehmet
F86275;22.11.2025;Filtre Kahve 250g;3;80.64;Zeynep
F57415;07.11.2025;Filtre Kahve 250g;3;165.63;Zeynep
F10250;15.11.2025;Filtre Kahve 250g;8;149.55;Mehmet
F96668;04.11.2025;Sıcak Çikolata;58;164.12;Mehmet
F29884;27.11.2025;Sıcak Çikolata;41;153.67;Mehmet
F50070;04.11.2025;Sıcak Çikolata;76;108.32;Zeynep
F40519;26.11.2025;Sıcak Çikolata;36;108.68;Ayşe
F49486;14.11.2025;Sıcak Çikolata;32;58.2;Mehmet
F40155;16.11.2025;Sıcak Çikolata;70;121.48;Mehmet
F54017;27.11.2025;Sıcak Çikolata;22;136.62;Zeynep
F39046;05.11.2025;Sıcak Çikolata;62;183.13;Zeynep
F28233;19.11.2025;Sıcak Çikolata;59;47.05;Mehmet
F45699;20.11.2025;Sıcak Çikolata;43;80.03;Ayşe
F75593;02.11.2025;Sıcak Çikolata;43;118.2;Mehmet
F68755;21.11.2025;Sıcak Çikolata;42;170.62;Ayşe
F55640;23.11.2025;Sıcak Çikolata;56;94.73;Ayşe
F92974;07.11.2025;Sıcak Çikolata;56;71.94;Ayşe
F67330;21.11.2025;Sıcak Çikolata;75;185.1;Ayşe
F12611;25.11.2025;Sıcak Çikolata;13;113.35;Mehmet
F93124;22.11.2025;Sıcak Çikolata;54;98.59;Zeynep
F68748;14.11.2025;Sıcak Çikolata;70;72.53;Ayşe
F51613;11.11.2025;Sıcak Çikolata;27;128.55;Zeynep
F69639;14.11.2025;Sıcak Çikolata;13;119.57;Zeynep
F60118;27.11.2025;Sıcak Çikolata;30;84.72;Mehmet
F92297;24.11.2025;Sıcak Çikolata;42;153.12;Ayşe
F35544;06.11.2025;Yeşil Çay;19;79.06;Zeynep
F78427;18.11.2025;Yeşil Çay;15;81.72;Mehmet
F77236;15.11.2025;Yeşil Çay;15;94.84;Mehmet
F13223;22.11.2025;Yeşil Çay;15;62.83;Ayşe
F76590;28.11.2025;Yeşil Çay;16;124.09;Ayşe
F24097;27.11.2025;Yeşil Çay;14;128.72;Mehmet
F91628;18.11.2025;Yeşil Çay;9;111.87;Mehmet
F40084;15.11.2025;Yeşil Çay;15;117.17;Mehmet
F86225;25.11.2025;Yeşil Çay;3;157.13;Zeynep
F55699;18.11.2025;Yeşil Çay;15;46.34;Ayşe
F35544;15.11.2025;Yeşil Çay;18;163.56;Ayşe
F76212;28.11.2025;Yeşil Çay;16;103.98;Mehmet
F16948;12.11.2025;Yeşil Çay;23;95.74;Zeynep
F20891;28.11.2025;Yeşil Çay;23;55.32;Mehmet
F46555;15.11.2025;Yeşil Çay;8;145.75;Mehmet
F39524;26.11.2025;Yeşil Çay;12;48.23;Zeynep
F16901;17.11.2025;Yeşil Çay;4;60.11;Ayşe
F65225;13.11.2025;Yeşil Çay;6;139.84;Mehmet
F16643;21.11.2025;Sahlep;75;141.11;Ayşe
F94376;26.11.2025;Sahlep;65;104.22;Zeynep
F77908;25.11.2025;Sahlep;31;154.55;Ayşe
F93003;24.11.2025;Sahlep;27;187.42;Mehmet
F52005;07.11.2025;Sahlep;43;57.94;Ayşe
F34660;28.11.2025;Sahlep;58;149.41;Zeynep
F18386;26.11.2025;Sahlep;42;147.92;Zeynep
F63653;22.11.2025;Sahlep;25;129.42;Zeynep
F85703;23.11.2025;Sahlep;53;116.63;Ayşe
F72208;10.11.2025;Sahlep;51;54.77;Mehmet
F15178;09.11.2025;Sahlep;53;124.17;Ayşe
F93332;26.11.2025;Sahlep;81;47.92;Zeynep
F25494;14.11.2025;Sahlep;66;174.59;Zeynep
F75490;15.11.2025;Sahlep;46;82.04;Zeynep
F92000;04.11.2025;Sahlep;62;57.33;Mehmet
F81477;07.11.2025;Sahlep;67;162.15;Mehmet
F65934;22.11.2025;Sahlep;73;143.06;Mehmet
F11522;07.11.2025;Sahlep;46;144.88;Mehmet
F29411;13.11.2025;Sahlep;30;185.47;Ayşe
F59153;14.11.2025;Sahlep;50;117.52;Mehmet
F99478;19.11.2025;Limonata 1L;9;56.59;Mehmet
F58505;03.11.2025;Limonata 1L;28;45.15;Mehmet
F39168;04.11.2025;Limonata 1L;16;164.8;Mehmet
F81644;04.11.2025;Limonata 1L;43;70.8;Mehmet
F44991;13.11.2025;Limonata 1L;61;136.92;Mehmet
F84583;14.11.2025;Limonata 1L;60;170.99;Mehmet
F69500;22.11.2025;Limonata 1L;44;75.58;Zeynep
F40113;11.11.2025;Limonata 1L;56;54.73;Zeynep
F76080;07.11.2025;Limonata 1L;59;155.18;Zeynep
F14910;05.11.2025;Limonata 1L;27;178.59;Zeynep
F31646;18.11.2025;Limonata 1L;39;81.21;Mehmet
F80903;26.11.2025;Limonata 1L;35;103.4;Zeynep
F74477;12.11.2025;Limonata 1L;25;113.28;Mehmet
F87143;20.11.2025;Limonata 1L;28;57.13;Mehmet
F89767;04.11.2025;Limonata 1L;55;171.34;Zeynep
F76141;07.11.2025;Limonata 1L;40;172.43;Zeynep
F42614;03.11.2025;Limonata 1L;32;88.32;Mehmet
F93637;03.11.2025;Limonata 1L;53;126.95;Mehmet
F26340;26.11.2025;Limonata 1L;34;111.18;Zeynep
F22891;18.11.2025;Limonata 1L;19;80.06;Ayşe
F66182;13.11.2025;Limonata 1L;35;105.3;Ayşe
F53091;16.11.2025;Ihlamur;1;81.91;Ayşe
F15196;16.11.2025;Ihlamur;1;142.99;Ayşe
F68429;01.11.2025;Ihlamur;1;127.94;Zeynep
F73736;24.11.2025;Ihlamur;1;47.66;Ayşe
F88786;11.11.2025;Ihlamur;1;166.57;Mehmet
F33714;17.11.2025;Ihlamur;1;104.11;Mehmet
F10807;03.11.2025;Ihlamur;1;169.21;Ayşe
F14564;03.11.2025;Ihlamur;1;88.53;Ayşe
F31919;06.11.2025;Ihlamur;1;157.68;Mehmet
